Date,Open,High,Low,Close,Volume,Adj Close
2017-02-03,1299.00,1316.00,1296.50,1311.05,2001200,1311.05
2017-02-02,1305.70,1305.70,1292.60,1298.70,1492900,1298.70
2017-02-01,1286.20,1310.00,1280.50,1305.70,2727600,1305.70
2017-01-31,1282.40,1292.70,1277.00,1286.65,1525200,1286.65
2017-01-30,1292.95,1292.95,1280.55,1284.95,1329900,1284.95
2017-01-27,1299.00,1300.00,1288.00,1291.90,1713000,1291.90
2017-01-26,1290.60,1290.60,1290.60,1290.60,000,1290.60
2017-01-25,1272.60,1295.60,1270.10,1290.60,3909200,1290.60
2017-01-24,1250.00,1271.50,1249.25,1267.55,2565400,1267.55
2017-01-23,1236.00,1250.00,1235.80,1244.65,1198400,1244.65
2017-01-20,1236.00,1245.00,1230.00,1236.35,3485500,1236.35
2017-01-19,1244.90,1244.90,1235.00,1236.30,878100,1236.30
2017-01-18,1240.90,1256.00,1240.85,1242.60,1153200,1242.60
2017-01-17,1247.00,1252.40,1236.25,1238.50,889900,1238.50
2017-01-16,1233.50,1249.45,1232.80,1247.65,941400,1247.65
2017-01-13,1239.00,1239.70,1228.60,1232.50,962600,1232.50
2017-01-12,1235.00,1243.70,1225.50,1235.00,729000,1235.00
2017-01-11,1217.50,1238.10,1215.50,1234.00,2335800,1234.00
2017-01-10,1196.20,1216.80,1195.30,1214.35,1386500,1214.35
2017-01-09,1198.85,1204.15,1192.15,1195.20,1143400,1195.20
2017-01-06,1190.10,1198.40,1188.20,1193.65,1381300,1193.65
2017-01-05,1189.00,1194.50,1183.10,1186.20,1694000,1186.20
2017-01-04,1189.85,1192.00,1183.80,1185.50,1741700,1185.50
2017-01-03,1200.80,1201.95,1185.75,1189.90,961800,1189.90
2017-01-02,1209.45,1210.10,1192.05,1197.10,927100,1197.10
2016-12-30,1200.00,1212.00,1199.95,1206.20,1016600,1206.20
2016-12-29,1185.00,1207.95,1181.45,1205.20,2025200,1205.20
2016-12-28,1189.90,1194.95,1181.00,1186.75,1626900,1186.75
2016-12-27,1179.30,1186.90,1173.90,1185.20,1224800,1185.20
2016-12-26,1178.55,1186.10,1170.10,1175.00,1045900,1175.00
2016-12-23,1171.00,1189.25,1169.30,1186.25,1188100,1186.25
2016-12-22,1176.40,1179.50,1168.40,1173.10,701400,1173.10
2016-12-21,1184.00,1185.00,1175.00,1180.00,664700,1180.00
2016-12-20,1176.00,1185.00,1171.70,1181.90,1047400,1181.90
2016-12-19,1176.80,1179.50,1170.50,1176.75,790100,1176.75
2016-12-16,1176.60,1185.00,1171.55,1182.30,813900,1182.30
2016-12-15,1164.20,1194.50,1163.60,1176.60,1235300,1176.60
2016-12-14,1187.00,1188.00,1173.40,1175.70,1078500,1175.70
2016-12-13,1180.25,1190.35,1178.55,1186.25,631700,1186.25
2016-12-12,1192.00,1192.15,1181.10,1184.45,856300,1184.45
2016-12-09,1199.10,1202.30,1188.00,1198.30,1096900,1198.30
2016-12-08,1187.00,1205.55,1187.00,1199.50,1077400,1199.50
2016-12-07,1201.85,1205.90,1167.00,1181.60,1407000,1181.60
2016-12-06,1195.00,1202.85,1190.20,1194.45,675700,1194.45
2016-12-05,1187.60,1198.95,1176.50,1196.35,1137900,1196.35
2016-12-02,1189.00,1201.95,1176.70,1189.10,1015600,1189.10
2016-12-01,1202.30,1207.90,1193.00,1197.25,1119200,1197.25
2016-11-30,1185.00,1202.00,1181.10,1199.60,1610700,1199.60
2016-11-29,1184.70,1192.95,1176.50,1178.75,983100,1178.75
2016-11-28,1180.25,1198.90,1178.10,1184.45,1032500,1184.45
2016-11-25,1169.00,1193.20,1158.00,1189.30,1492400,1189.30
2016-11-24,1184.00,1186.30,1160.90,1165.50,3821400,1165.50
2016-11-23,1203.00,1203.00,1181.10,1184.75,883100,1184.75
2016-11-22,1206.80,1206.80,1189.35,1198.05,2504400,1198.05
2016-11-21,1219.50,1219.50,1188.35,1198.70,1388100,1198.70
2016-11-18,1236.00,1236.00,1209.20,1211.40,1719900,1211.40
2016-11-17,1238.30,1248.90,1225.15,1230.20,1203900,1230.20
2016-11-16,1268.00,1268.00,1240.05,1244.35,2161900,1244.35
2016-11-15,1277.50,1289.00,1250.65,1254.75,3128100,1254.75
2016-11-14,1275.80,1275.80,1275.80,1275.80,000,1275.80
2016-11-11,1274.00,1282.00,1265.60,1275.80,1784800,1275.80
2016-11-10,1263.75,1283.00,1254.10,1278.55,2675100,1278.55
2016-11-09,1200.00,1257.40,1195.35,1251.25,3411300,1251.25
2016-11-08,1251.10,1258.00,1240.10,1254.30,1337000,1254.30
2016-11-07,1252.00,1254.85,1240.00,1249.45,1417800,1249.45
2016-11-04,1252.80,1252.80,1241.75,1243.70,1433700,1243.70
2016-11-03,1245.00,1260.00,1231.75,1254.95,1578900,1254.95
2016-11-02,1251.10,1255.70,1241.50,1246.15,1618600,1246.15
2016-11-01,1256.00,1263.85,1247.05,1259.80,850600,1259.80
2016-10-31,1259.05,1259.05,1259.05,1259.05,000,1259.05
2016-10-28,1254.50,1261.90,1240.10,1259.05,1330100,1259.05
2016-10-27,1239.00,1257.00,1224.15,1252.10,2905900,1252.10
2016-10-26,1243.35,1265.00,1235.05,1239.30,1341600,1239.30
2016-10-25,1268.00,1268.00,1244.05,1250.30,1375400,1250.30
2016-10-24,1271.75,1276.85,1261.05,1263.55,813900,1263.55
2016-10-21,1256.00,1272.95,1250.00,1270.70,989100,1270.70
2016-10-20,1260.25,1267.45,1251.00,1255.50,800000,1255.50
2016-10-19,1261.10,1263.00,1248.00,1258.35,761200,1258.35
2016-10-18,1243.20,1260.00,1239.00,1257.85,652700,1257.85
2016-10-17,1265.50,1266.40,1232.75,1237.70,1283800,1237.70
2016-10-14,1265.75,1268.00,1254.00,1261.80,1016700,1261.80
2016-10-13,1279.00,1279.00,1256.45,1262.75,1129800,1262.75
2016-10-12,1284.35,1284.35,1284.35,1284.35,000,1284.35
2016-10-11,1284.35,1284.35,1284.35,1284.35,000,1284.35
2016-10-10,1285.00,1287.90,1278.75,1284.35,1179800,1284.35
2016-10-07,1284.00,1287.75,1276.25,1280.60,834300,1280.60
2016-10-06,1287.10,1295.60,1279.05,1281.95,723900,1281.95
2016-10-05,1298.00,1300.05,1276.40,1286.10,911700,1286.10
2016-10-04,1288.60,1295.00,1282.30,1289.55,693800,1289.55
2016-10-03,1281.00,1289.90,1276.40,1287.20,975100,1287.20
2016-09-30,1277.10,1281.00,1267.40,1272.85,1034600,1272.85
2016-09-29,1297.95,1306.00,1267.95,1277.50,4112500,1277.50
2016-09-28,1299.90,1300.00,1289.00,1295.25,1247400,1295.25
2016-09-27,1299.00,1306.15,1294.85,1298.05,1014200,1298.05
2016-09-26,1306.10,1308.90,1293.70,1296.15,1394100,1296.15
2016-09-23,1306.05,1318.45,1301.50,1312.70,1219200,1312.70
2016-09-22,1305.00,1316.95,1300.55,1306.90,1638900,1306.90
2016-09-21,1292.00,1298.00,1287.90,1293.00,1064100,1293.00
2016-09-20,1292.65,1295.00,1284.05,1288.45,944500,1288.45
2016-09-19,1297.00,1302.50,1288.00,1290.15,1473700,1290.15
2016-09-16,1283.80,1304.50,1283.80,1297.85,1631400,1297.85
2016-09-15,1272.00,1283.90,1269.85,1279.60,875400,1279.60
2016-09-14,1275.00,1277.00,1265.40,1269.45,962300,1269.45
2016-09-13,1279.90,1279.90,1279.90,1279.90,000,1279.90
2016-09-12,1274.70,1284.40,1271.50,1279.90,996400,1279.90
2016-09-09,1290.00,1294.50,1278.30,1290.40,1003400,1290.40
2016-09-08,1290.00,1295.25,1283.60,1289.40,726300,1289.40
2016-09-07,1301.00,1305.00,1283.10,1286.75,1004100,1286.75
2016-09-06,1290.05,1303.90,1290.05,1300.40,1377200,1300.40
2016-09-05,1285.10,1285.10,1285.10,1285.10,000,1285.10
2016-09-02,1285.50,1289.00,1281.15,1285.10,988700,1285.10
2016-09-01,1288.00,1290.00,1275.40,1283.70,1306100,1283.70
2016-08-31,1269.00,1295.00,1265.50,1291.20,2790300,1291.20
2016-08-30,1245.10,1270.50,1243.95,1268.65,2466900,1268.65
2016-08-29,1255.50,1255.50,1236.20,1238.10,736000,1238.10
2016-08-26,1260.00,1261.90,1253.90,1257.10,630200,1257.10
2016-08-25,1264.00,1266.80,1254.30,1258.55,2182400,1258.55
2016-08-24,1252.05,1264.20,1247.05,1261.80,1392700,1261.80
2016-08-23,1251.00,1254.00,1246.05,1251.45,1328600,1251.45
2016-08-22,1245.05,1254.45,1241.00,1250.30,1375300,1250.30
2016-08-19,1250.00,1250.00,1241.45,1247.10,1027600,1247.10
2016-08-18,1238.00,1254.90,1234.55,1252.50,1527900,1252.50
